dataset_role,event_id,variant,metric,baseline_positive,retained_positive,sensitivity_label,retained_witness_sources,declared_subset_of_oracle_v2,continuous_completeness_claim
DEVELOPMENT,DVE022,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,False,False
DEVELOPMENT,DVE022,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE022,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE022,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE022,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE022,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE022,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE022,NO_FROZEN_FACTOR_ANCHORS,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE022,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE023,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R2_BALANCED_PHYSICS_SCORE_SELECTED,False,False
DEVELOPMENT,DVE023,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE023,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R2_BALANCED_PHYSICS_SCORE_SELECTED,True,False
DEVELOPMENT,DVE023,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE023,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R2_BALANCED_PHYSICS_SCORE_SELECTED,True,False
DEVELOPMENT,DVE023,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE023,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R2_BALANCED_PHYSICS_SCORE_SELECTED,True,False
DEVELOPMENT,DVE023,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE023,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,R2_BALANCED_PHYSICS_SCORE_SELECTED,True,False
DEVELOPMENT,DVE023,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE024,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE024,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE024,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE024,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE024,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE024,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H4A_GEOMETRY_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE024,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE024,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE024,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE024,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE025,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE025,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE025,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE025,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE026,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE026,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE026,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE027,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE027,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE027,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE028,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE028,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE028,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE029,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE029,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE029,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE029,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE029,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE029,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE029,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE029,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE029,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE029,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE030,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE030,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE030,COARSE_GRID_0P02,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE030,COARSE_GRID_0P02,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE030,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE030,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE030,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE030,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE030,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE030,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE031,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE031,BASELINE_ORACLE_V2,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,False,False
DEVELOPMENT,DVE031,COARSE_GRID_0P02,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE031,COARSE_GRID_0P02,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE031,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE031,NARROW_D_MID_1P25,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|H4A_GEOMETRY_TRANSITION_BEST|H4B_GEOMETRY_LATERAL_TRANSITION_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE031,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE031,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE031,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE031,NO_FROZEN_FACTOR_ANCHORS,USABLE,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,H3_FIXED_BOUNDED_BEST|ORACLE_V2_BEST|R1_FEASIBILITY_LEXICOGRAPHIC_SELECTED|R2_BALANCED_PHYSICS_SCORE_SELECTED|R3_LEXICOGRAPHIC_COVERAGE_RESERVE_SELECTED,True,False
DEVELOPMENT,DVE032,BASELINE_ORACLE_V2,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,False,False
DEVELOPMENT,DVE032,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE032,COARSE_GRID_0P02,HARD,True,False,INCONCLUSIVE_WITNESS_NOT_RETAINED,,True,False
DEVELOPMENT,DVE032,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE032,NARROW_D_MID_1P25,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE032,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE032,MINIMUM_TRANSITION_PAIR_ONLY,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE032,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE032,NO_FROZEN_FACTOR_ANCHORS,HARD,True,True,POSITIVE_RETAINED_BY_EXACT_VALID_WITNESS,ORACLE_V2_BEST,True,False
DEVELOPMENT,DVE032,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE033,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE033,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,NARROW_D_MID_1P25,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,MINIMUM_TRANSITION_PAIR_ONLY,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,MINIMUM_TRANSITION_PAIR_ONLY,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,NO_FROZEN_FACTOR_ANCHORS,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE033,NO_FROZEN_FACTOR_ANCHORS,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE034,BASELINE_ORACLE_V2,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE034,BASELINE_ORACLE_V2,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,False,False
DEVELOPMENT,DVE034,COARSE_GRID_0P02,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE034,COARSE_GRID_0P02,USABLE,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
DEVELOPMENT,DVE034,NARROW_D_MID_1P25,HARD,False,False,NEGATIVE_RETAINED_BY_SUBSET_MONOTONICITY,,True,False
